id,name,slug,domain,course_id,description,difficulty,value,is_active,created_at
740,Level 10 Lesson Programming with Scrat,Level 10 Lesson Programming with Scrat,studio.code.org,coursea-2024,No description provided.,easy,0.1,1,2025-03-21 15:53:09
741,Level 11 Lesson Programming with Scrat,Level 11 Lesson Programming with Scrat,studio.code.org,coursea-2024,No description provided.,easy,0.1,1,2025-03-21 15:53:09
742,Level 12 Lesson Programming with Scrat,Level 12 Lesson Programming with Scrat,studio.code.org,coursea-2024,No description provided.,easy,0.1,1,2025-03-21 15:53:09
743,Level 1 Lesson Programming with Rey and BB-8,Level 1 Lesson Programming with Rey and BB-8,studio.code.org,coursea-2024,No description provided.,easy,0.1,1,2025-03-21 15:53:09
744,Level 2 Lesson Programming with Rey and BB-8,Level 2 Lesson Programming with Rey and BB-8,studio.code.org,coursea-2024,No description provided.,easy,0.1,1,2025-03-21 15:53:09
745,Level 3 Lesson Programming with Rey and BB-8,Level 3 Lesson Programming with Rey and BB-8,studio.code.org,coursea-2024,No description provided.,easy,0.1,1,2025-03-21 15:53:09
746,Level 4 Lesson Programming with Rey and BB-8,Level 4 Lesson Programming with Rey and BB-8,studio.code.org,coursea-2024,No description provided.,easy,0.1,1,2025-03-21 15:53:09
747,Level 5 Lesson Programming with Rey and BB-8,Level 5 Lesson Programming with Rey and BB-8,studio.code.org,coursea-2024,No description provided.,easy,0.1,1,2025-03-21 15:53:09
748,Level 6 Lesson Programming with Rey and BB-8,Level 6 Lesson Programming with Rey and BB-8,studio.code.org,coursea-2024,No description provided.,easy,0.1,1,2025-03-21 15:53:09
749,Level 7 Lesson Programming with Rey and BB-8,Level 7 Lesson Programming with Rey and BB-8,studio.code.org,coursea-2024,No description provided.,easy,0.1,1,2025-03-21 15:53:09
750,Level 8 Lesson Programming with Rey and BB-8,Level 8 Lesson Programming with Rey and BB-8,studio.code.org,coursea-2024,No description provided.,easy,0.1,1,2025-03-21 15:53:09
751,Level 9 Lesson Programming with Rey and BB-8,Level 9 Lesson Programming with Rey and BB-8,studio.code.org,coursea-2024,No description provided.,easy,0.1,1,2025-03-21 15:53:09
752,Level 10 Lesson Programming with Rey and BB-8,Level 10 Lesson Programming with Rey and BB-8,studio.code.org,coursea-2024,No description provided.,easy,0.1,1,2025-03-21 15:53:09
753,Level 11 Lesson Programming with Rey and BB-8,Level 11 Lesson Programming with Rey and BB-8,studio.code.org,coursea-2024,No description provided.,easy,0.1,1,2025-03-21 15:53:09
754,Level 12 Lesson Programming with Rey and BB-8,Level 12 Lesson Programming with Rey and BB-8,studio.code.org,coursea-2024,No description provided.,easy,0.1,1,2025-03-21 15:53:09
755,Level 1 Lesson Happy Loops,Level 1 Lesson Happy Loops,studio.code.org,coursea-2024,No description provided.,easy,0.1,1,2025-03-21 15:53:09
756,Level 2 Lesson Happy Loops,Level 2 Lesson Happy Loops,studio.code.org,coursea-2024,No description provided.,easy,0.1,1,2025-03-21 15:53:09
757,Level 1 Lesson Loops with Scrat,Level 1 Lesson Loops with Scrat,studio.code.org,coursea-2024,No description provided.,easy,0.1,1,2025-03-21 15:53:09
758,Level 2 Lesson Loops with Scrat,Level 2 Lesson Loops with Scrat,studio.code.org,coursea-2024,No description provided.,easy,0.1,1,2025-03-21 15:53:09
759,Level 3 Lesson Loops with Scrat,Level 3 Lesson Loops with Scrat,studio.code.org,coursea-2024,No description provided.,easy,0.1,1,2025-03-21 15:53:09
760,Level 4 Lesson Loops with Scrat,Level 4 Lesson Loops with Scrat,studio.code.org,coursea-2024,No description provided.,easy,0.1,1,2025-03-21 15:53:09
761,Level 5 Lesson Loops with Scrat,Level 5 Lesson Loops with Scrat,studio.code.org,coursea-2024,No description provided.,easy,0.1,1,2025-03-21 15:53:09
762,Level 6 Lesson Loops with Scrat,Level 6 Lesson Loops with Scrat,studio.code.org,coursea-2024,No description provided.,easy,0.1,1,2025-03-21 15:53:09
763,Level 7 Lesson Loops with Scrat,Level 7 Lesson Loops with Scrat,studio.code.org,coursea-2024,No description provided.,easy,0.1,1,2025-03-21 15:53:09
764,Level 8 Lesson Loops with Scrat,Level 8 Lesson Loops with Scrat,studio.code.org,coursea-2024,No description provided.,easy,0.1,1,2025-03-21 15:53:09
765,Level 9 Lesson Loops with Scrat,Level 9 Lesson Loops with Scrat,studio.code.org,coursea-2024,No description provided.,easy,0.1,1,2025-03-21 15:53:09
766,Level 10 Lesson Loops with Scrat,Level 10 Lesson Loops with Scrat,studio.code.org,coursea-2024,No description provided.,easy,0.1,1,2025-03-21 15:53:09
767,Level 11 Lesson Loops with Scrat,Level 11 Lesson Loops with Scrat,studio.code.org,coursea-2024,No description provided.,easy,0.1,1,2025-03-21 15:53:09
768,Level 12 Lesson Loops with Scrat,Level 12 Lesson Loops with Scrat,studio.code.org,coursea-2024,No description provided.,easy,0.1,1,2025-03-21 15:53:09
769,Level 1 Lesson Loops with Laurel,Level 1 Lesson Loops with Laurel,studio.code.org,courseb-2024,No description provided.,medium,0.2,1,2025-03-21 15:53:09
770,Level 2 Lesson Loops with Laurel,Level 2 Lesson Loops with Laurel,studio.code.org,courseb-2024,No description provided.,medium,0.2,1,2025-03-21 15:53:09
771,Level 3 Lesson Loops with Laurel,Level 3 Lesson Loops with Laurel,studio.code.org,courseb-2024,No description provided.,medium,0.2,1,2025-03-21 15:53:09
772,Level 4 Lesson Loops with Laurel,Level 4 Lesson Loops with Laurel,studio.code.org,courseb-2024,No description provided.,medium,0.2,1,2025-03-21 15:53:09
773,Level 5 Lesson Loops with Laurel,Level 5 Lesson Loops with Laurel,studio.code.org,courseb-2024,No description provided.,medium,0.2,1,2025-03-21 15:53:09
774,Level 6 Lesson Loops with Laurel,Level 6 Lesson Loops with Laurel,studio.code.org,courseb-2024,No description provided.,medium,0.2,1,2025-03-21 15:53:09
775,Level 7 Lesson Loops with Laurel,Level 7 Lesson Loops with Laurel,studio.code.org,courseb-2024,No description provided.,medium,0.2,1,2025-03-21 15:53:09
776,Level 8 Lesson Loops with Laurel,Level 8 Lesson Loops with Laurel,studio.code.org,courseb-2024,No description provided.,medium,0.2,1,2025-03-21 15:53:09
777,Level 9 Lesson Loops with Laurel,Level 9 Lesson Loops with Laurel,studio.code.org,courseb-2024,No description provided.,medium,0.2,1,2025-03-21 15:53:09
778,Level 10 Lesson Loops with Laurel,Level 10 Lesson Loops with Laurel,studio.code.org,courseb-2024,No description provided.,medium,0.2,1,2025-03-21 15:53:09
779,Level 11 Lesson Loops with Laurel,Level 11 Lesson Loops with Laurel,studio.code.org,courseb-2024,No description provided.,medium,0.2,1,2025-03-21 15:53:09
780,Level 12 Lesson Loops with Laurel,Level 12 Lesson Loops with Laurel,studio.code.org,courseb-2024,No description provided.,medium,0.2,1,2025-03-21 15:53:09
781,Level 13 Lesson Loops with Laurel,Level 13 Lesson Loops with Laurel,studio.code.org,courseb-2024,No description provided.,medium,0.2,1,2025-03-21 15:53:09
782,Level 14 Lesson Loops with Laurel,Level 14 Lesson Loops with Laurel,studio.code.org,coursea-2024,No description provided.,easy,0.1,1,2025-03-21 15:53:09
783,Level 1 Lesson Ocean Scene with Loops,Level 1 Lesson Ocean Scene with Loops,studio.code.org,coursea-2024,No description provided.,easy,0.1,1,2025-03-21 15:53:09
784,Level 2 Lesson Ocean Scene with Loops,Level 2 Lesson Ocean Scene with Loops,studio.code.org,coursea-2024,No description provided.,easy,0.1,1,2025-03-21 15:53:09
785,Level 3 Lesson Ocean Scene with Loops,Level 3 Lesson Ocean Scene with Loops,studio.code.org,coursea-2024,No description provided.,easy,0.1,1,2025-03-21 15:53:09
786,Level 4 Lesson Ocean Scene with Loops,Level 4 Lesson Ocean Scene with Loops,studio.code.org,coursea-2024,No description provided.,easy,0.1,1,2025-03-21 15:53:09
787,Level 5 Lesson Ocean Scene with Loops,Level 5 Lesson Ocean Scene with Loops,studio.code.org,coursea-2024,No description provided.,easy,0.1,1,2025-03-21 15:53:09
788,Level 6 Lesson Ocean Scene with Loops,Level 6 Lesson Ocean Scene with Loops,studio.code.org,coursea-2024,No description provided.,easy,0.1,1,2025-03-21 15:53:09
789,Level 7 Lesson Ocean Scene with Loops,Level 7 Lesson Ocean Scene with Loops,studio.code.org,coursea-2024,No description provided.,easy,0.1,1,2025-03-21 15:53:09
790,Level 8 Lesson Ocean Scene with Loops,Level 8 Lesson Ocean Scene with Loops,studio.code.org,coursea-2024,No description provided.,easy,0.1,1,2025-03-21 15:53:09
791,Level 9 Lesson Ocean Scene with Loops,Level 9 Lesson Ocean Scene with Loops,studio.code.org,coursea-2024,No description provided.,easy,0.1,1,2025-03-21 15:53:09
792,Level 10 Lesson Ocean Scene with Loops,Level 10 Lesson Ocean Scene with Loops,studio.code.org,coursea-2024,No description provided.,easy,0.1,1,2025-03-21 15:53:09
793,Level 11 Lesson Ocean Scene with Loops,Level 11 Lesson Ocean Scene with Loops,studio.code.org,coursea-2024,No description provided.,easy,0.1,1,2025-03-21 15:53:09
794,Level 12 Lesson Ocean Scene with Loops,Level 12 Lesson Ocean Scene with Loops,studio.code.org,coursea-2024,No description provided.,easy,0.1,1,2025-03-21 15:53:09
795,Level 13 Lesson Ocean Scene with Loops,Level 13 Lesson Ocean Scene with Loops,studio.code.org,coursea-2024,No description provided.,easy,0.1,1,2025-03-21 15:53:09
796,Level 14 Lesson Ocean Scene with Loops,Level 14 Lesson Ocean Scene with Loops,studio.code.org,coursea-2024,No description provided.,easy,0.1,1,2025-03-21 15:53:09
797,Level 1 Lesson The Big Event Jr.,Level 1 Lesson The Big Event Jr.,studio.code.org,courseb-2024,No description provided.,medium,0.2,1,2025-03-21 15:53:09
798,Level 2 Lesson The Big Event Jr.,Level 2 Lesson The Big Event Jr.,studio.code.org,courseb-2024,No description provided.,medium,0.2,1,2025-03-21 15:53:09
799,Level 1 Lesson Mini-Project: On the Move with Play Lab,Level 1 Lesson Mini-Project: On the Move with Play Lab,studio.code.org,coursea-2024,No description provided.,easy,0.1,1,2025-03-21 15:53:09
800,Level 2 Lesson Mini-Project: On the Move with Play Lab,Level 2 Lesson Mini-Project: On the Move with Play Lab,studio.code.org,coursea-2024,No description provided.,easy,0.1,1,2025-03-21 15:53:09
801,Level 1 Lesson Digital Trails,Level 1 Lesson Digital Trails,studio.code.org,courseb-2024,No description provided.,medium,0.2,1,2025-03-21 15:53:09
802,"Level 1 Lesson Move It, Move It","Level 1 Lesson Move It, Move It",studio.code.org,courseb-2024,No description provided.,medium,0.2,1,2025-03-21 15:53:09
803,"Level 2 Lesson Move It, Move It","Level 2 Lesson Move It, Move It",studio.code.org,courseb-2024,No description provided.,medium,0.2,1,2025-03-21 15:53:09
804,Level 1 Lesson Sequencing with Angry Birds,Level 1 Lesson Sequencing with Angry Birds,studio.code.org,courseb-2024,No description provided.,medium,0.2,1,2025-03-21 15:53:09
805,Level 2 Lesson Sequencing with Angry Birds,Level 2 Lesson Sequencing with Angry Birds,studio.code.org,courseb-2024,No description provided.,medium,0.2,1,2025-03-21 15:53:09
806,Level 3 Lesson Sequencing with Angry Birds,Level 3 Lesson Sequencing with Angry Birds,studio.code.org,courseb-2024,No description provided.,medium,0.2,1,2025-03-21 15:53:09
807,Level 4 Lesson Sequencing with Angry Birds,Level 4 Lesson Sequencing with Angry Birds,studio.code.org,courseb-2024,No description provided.,medium,0.2,1,2025-03-21 15:53:09
808,Level 5 Lesson Sequencing with Angry Birds,Level 5 Lesson Sequencing with Angry Birds,studio.code.org,courseb-2024,No description provided.,medium,0.2,1,2025-03-21 15:53:09
809,Level 6 Lesson Sequencing with Angry Birds,Level 6 Lesson Sequencing with Angry Birds,studio.code.org,courseb-2024,No description provided.,medium,0.2,1,2025-03-21 15:53:09
810,Level 7 Lesson Sequencing with Angry Birds,Level 7 Lesson Sequencing with Angry Birds,studio.code.org,courseb-2024,No description provided.,medium,0.2,1,2025-03-21 15:53:09
811,Level 1 Lesson Programming with Angry Birds,Level 1 Lesson Programming with Angry Birds,studio.code.org,coursec-2024,No description provided.,medium,0.3,1,2025-03-21 15:53:09
812,Level 2 Lesson Programming with Angry Birds,Level 2 Lesson Programming with Angry Birds,studio.code.org,coursec-2024,No description provided.,medium,0.3,1,2025-03-21 15:53:09
813,Level 3 Lesson Programming with Angry Birds,Level 3 Lesson Programming with Angry Birds,studio.code.org,coursec-2024,No description provided.,medium,0.3,1,2025-03-21 15:53:09
814,Level 4 Lesson Programming with Angry Birds,Level 4 Lesson Programming with Angry Birds,studio.code.org,coursec-2024,No description provided.,medium,0.3,1,2025-03-21 15:53:09
815,Level 5 Lesson Programming with Angry Birds,Level 5 Lesson Programming with Angry Birds,studio.code.org,coursec-2024,No description provided.,medium,0.3,1,2025-03-21 15:53:09
816,Level 6 Lesson Programming with Angry Birds,Level 6 Lesson Programming with Angry Birds,studio.code.org,coursec-2024,No description provided.,medium,0.3,1,2025-03-21 15:53:09
817,Level 7 Lesson Programming with Angry Birds,Level 7 Lesson Programming with Angry Birds,studio.code.org,coursec-2024,No description provided.,medium,0.3,1,2025-03-21 15:53:09
818,Level 8 Lesson Programming with Angry Birds,Level 8 Lesson Programming with Angry Birds,studio.code.org,coursec-2024,No description provided.,medium,0.3,1,2025-03-21 15:53:09
819,Level 9 Lesson Programming with Angry Birds,Level 9 Lesson Programming with Angry Birds,studio.code.org,coursec-2024,No description provided.,medium,0.3,1,2025-03-21 15:53:09
820,Level 10 Lesson Programming with Angry Birds,Level 10 Lesson Programming with Angry Birds,studio.code.org,coursec-2024,No description provided.,medium,0.3,1,2025-03-21 15:53:09
821,Level 1 Lesson Programming with Harvester,Level 1 Lesson Programming with Harvester,studio.code.org,courseb-2024,No description provided.,medium,0.2,1,2025-03-21 15:53:09
822,Level 2 Lesson Programming with Harvester,Level 2 Lesson Programming with Harvester,studio.code.org,courseb-2024,No description provided.,medium,0.2,1,2025-03-21 15:53:09
823,Level 3 Lesson Programming with Harvester,Level 3 Lesson Programming with Harvester,studio.code.org,courseb-2024,No description provided.,medium,0.2,1,2025-03-21 15:53:09
824,Level 4 Lesson Programming with Harvester,Level 4 Lesson Programming with Harvester,studio.code.org,courseb-2024,No description provided.,medium,0.2,1,2025-03-21 15:53:09
825,Level 5 Lesson Programming with Harvester,Level 5 Lesson Programming with Harvester,studio.code.org,courseb-2024,No description provided.,medium,0.2,1,2025-03-21 15:53:09
826,Level 6 Lesson Programming with Harvester,Level 6 Lesson Programming with Harvester,studio.code.org,courseb-2024,No description provided.,medium,0.2,1,2025-03-21 15:53:09
827,Level 7 Lesson Programming with Harvester,Level 7 Lesson Programming with Harvester,studio.code.org,courseb-2024,No description provided.,medium,0.2,1,2025-03-21 15:53:09
828,Level 8 Lesson Programming with Harvester,Level 8 Lesson Programming with Harvester,studio.code.org,courseb-2024,No description provided.,medium,0.2,1,2025-03-21 15:53:09
829,Level 9 Lesson Programming with Harvester,Level 9 Lesson Programming with Harvester,studio.code.org,courseb-2024,No description provided.,medium,0.2,1,2025-03-21 15:53:09
830,Level 10 Lesson Programming with Harvester,Level 10 Lesson Programming with Harvester,studio.code.org,courseb-2024,No description provided.,medium,0.2,1,2025-03-21 15:53:09
831,Level 11 Lesson Programming with Harvester,Level 11 Lesson Programming with Harvester,studio.code.org,courseb-2024,No description provided.,medium,0.2,1,2025-03-21 15:53:09
832,Level 12 Lesson Programming with Harvester,Level 12 Lesson Programming with Harvester,studio.code.org,courseb-2024,No description provided.,medium,0.2,1,2025-03-21 15:53:09
833,Level 13 Lesson Programming with Harvester,Level 13 Lesson Programming with Harvester,studio.code.org,courseb-2024,No description provided.,medium,0.2,1,2025-03-21 15:53:09
834,Level 14 Lesson Programming with Harvester,Level 14 Lesson Programming with Harvester,studio.code.org,courseb-2024,No description provided.,medium,0.2,1,2025-03-21 15:53:09
835,Level 15 Lesson Programming with Harvester,Level 15 Lesson Programming with Harvester,studio.code.org,courseb-2024,No description provided.,medium,0.2,1,2025-03-21 15:53:09
836,Level 1 Lesson Getting Loopy,Level 1 Lesson Getting Loopy,studio.code.org,courseb-2024,No description provided.,medium,0.2,1,2025-03-21 15:53:09
837,Level 2 Lesson Getting Loopy,Level 2 Lesson Getting Loopy,studio.code.org,courseb-2024,No description provided.,medium,0.2,1,2025-03-21 15:53:09
838,Level 1 Lesson Loops with Harvester,Level 1 Lesson Loops with Harvester,studio.code.org,courseb-2024,No description provided.,medium,0.2,1,2025-03-21 15:53:09
839,Level 2 Lesson Loops with Harvester,Level 2 Lesson Loops with Harvester,studio.code.org,courseb-2024,No description provided.,medium,0.2,1,2025-03-21 15:53:09
840,Level 3 Lesson Loops with Harvester,Level 3 Lesson Loops with Harvester,studio.code.org,courseb-2024,No description provided.,medium,0.2,1,2025-03-21 15:53:09
841,Level 4 Lesson Loops with Harvester,Level 4 Lesson Loops with Harvester,studio.code.org,courseb-2024,No description provided.,medium,0.2,1,2025-03-21 15:53:09
842,Level 5 Lesson Loops with Harvester,Level 5 Lesson Loops with Harvester,studio.code.org,courseb-2024,No description provided.,medium,0.2,1,2025-03-21 15:53:09
843,Level 6 Lesson Loops with Harvester,Level 6 Lesson Loops with Harvester,studio.code.org,courseb-2024,No description provided.,medium,0.2,1,2025-03-21 15:53:09
844,Level 7 Lesson Loops with Harvester,Level 7 Lesson Loops with Harvester,studio.code.org,courseb-2024,No description provided.,medium,0.2,1,2025-03-21 15:53:09
845,Level 8 Lesson Loops with Harvester,Level 8 Lesson Loops with Harvester,studio.code.org,courseb-2024,No description provided.,medium,0.2,1,2025-03-21 15:53:09
846,Level 9 Lesson Loops with Harvester,Level 9 Lesson Loops with Harvester,studio.code.org,courseb-2024,No description provided.,medium,0.2,1,2025-03-21 15:53:09
847,Level 10 Lesson Loops with Harvester,Level 10 Lesson Loops with Harvester,studio.code.org,courseb-2024,No description provided.,medium,0.2,1,2025-03-21 15:53:09
848,Level 11 Lesson Loops with Harvester,Level 11 Lesson Loops with Harvester,studio.code.org,courseb-2024,No description provided.,medium,0.2,1,2025-03-21 15:53:09
849,Level 12 Lesson Loops with Harvester,Level 12 Lesson Loops with Harvester,studio.code.org,courseb-2024,No description provided.,medium,0.2,1,2025-03-21 15:53:09
850,Level 13 Lesson Loops with Harvester,Level 13 Lesson Loops with Harvester,studio.code.org,courseb-2024,No description provided.,medium,0.2,1,2025-03-21 15:53:09
851,Level 1 Lesson Drawing Gardens with Loops,Level 1 Lesson Drawing Gardens with Loops,studio.code.org,courseb-2024,No description provided.,medium,0.2,1,2025-03-21 15:53:09
852,Level 2 Lesson Drawing Gardens with Loops,Level 2 Lesson Drawing Gardens with Loops,studio.code.org,courseb-2024,No description provided.,medium,0.2,1,2025-03-21 15:53:09
853,Level 3 Lesson Drawing Gardens with Loops,Level 3 Lesson Drawing Gardens with Loops,studio.code.org,courseb-2024,No description provided.,medium,0.2,1,2025-03-21 15:53:09
854,Level 4 Lesson Drawing Gardens with Loops,Level 4 Lesson Drawing Gardens with Loops,studio.code.org,courseb-2024,No description provided.,medium,0.2,1,2025-03-21 15:53:09
855,Level 5 Lesson Drawing Gardens with Loops,Level 5 Lesson Drawing Gardens with Loops,studio.code.org,courseb-2024,No description provided.,medium,0.2,1,2025-03-21 15:53:09
856,Level 6 Lesson Drawing Gardens with Loops,Level 6 Lesson Drawing Gardens with Loops,studio.code.org,courseb-2024,No description provided.,medium,0.2,1,2025-03-21 15:53:09
857,Level 7 Lesson Drawing Gardens with Loops,Level 7 Lesson Drawing Gardens with Loops,studio.code.org,courseb-2024,No description provided.,medium,0.2,1,2025-03-21 15:53:09
858,Level 8 Lesson Drawing Gardens with Loops,Level 8 Lesson Drawing Gardens with Loops,studio.code.org,courseb-2024,No description provided.,medium,0.2,1,2025-03-21 15:53:09
859,Level 9 Lesson Drawing Gardens with Loops,Level 9 Lesson Drawing Gardens with Loops,studio.code.org,courseb-2024,No description provided.,medium,0.2,1,2025-03-21 15:53:09
860,Level 10 Lesson Drawing Gardens with Loops,Level 10 Lesson Drawing Gardens with Loops,studio.code.org,courseb-2024,No description provided.,medium,0.2,1,2025-03-21 15:53:09
861,Level 11 Lesson Drawing Gardens with Loops,Level 11 Lesson Drawing Gardens with Loops,studio.code.org,courseb-2024,No description provided.,medium,0.2,1,2025-03-21 15:53:09
862,Level 12 Lesson Drawing Gardens with Loops,Level 12 Lesson Drawing Gardens with Loops,studio.code.org,courseb-2024,No description provided.,medium,0.2,1,2025-03-21 15:53:09
863,Level 1 Lesson The Right App,Level 1 Lesson The Right App,studio.code.org,courseb-2024,No description provided.,medium,0.2,1,2025-03-21 15:53:09
864,Level 2 Lesson The Right App,Level 2 Lesson The Right App,studio.code.org,courseb-2024,No description provided.,medium,0.2,1,2025-03-21 15:53:09
865,Level 1 Lesson Mini-Project: A Royal Battle with Events,Level 1 Lesson Mini-Project: A Royal Battle with Events,studio.code.org,courseb-2024,No description provided.,medium,0.2,1,2025-03-21 15:53:09
866,Level 2 Lesson Mini-Project: A Royal Battle with Events,Level 2 Lesson Mini-Project: A Royal Battle with Events,studio.code.org,courseb-2024,No description provided.,medium,0.2,1,2025-03-21 15:53:09
867,Level 3 Lesson Mini-Project: A Royal Battle with Events,Level 3 Lesson Mini-Project: A Royal Battle with Events,studio.code.org,courseb-2024,No description provided.,medium,0.2,1,2025-03-21 15:53:09
868,Level 4 Lesson Mini-Project: A Royal Battle with Events,Level 4 Lesson Mini-Project: A Royal Battle with Events,studio.code.org,courseb-2024,No description provided.,medium,0.2,1,2025-03-21 15:53:09
869,Level 5 Lesson Mini-Project: A Royal Battle with Events,Level 5 Lesson Mini-Project: A Royal Battle with Events,studio.code.org,courseb-2024,No description provided.,medium,0.2,1,2025-03-21 15:53:09
870,Level 6 Lesson Mini-Project: A Royal Battle with Events,Level 6 Lesson Mini-Project: A Royal Battle with Events,studio.code.org,courseb-2024,No description provided.,medium,0.2,1,2025-03-21 15:53:09
871,Level 7 Lesson Mini-Project: A Royal Battle with Events,Level 7 Lesson Mini-Project: A Royal Battle with Events,studio.code.org,courseb-2024,No description provided.,medium,0.2,1,2025-03-21 15:53:09
872,Level 8 Lesson Mini-Project: A Royal Battle with Events,Level 8 Lesson Mini-Project: A Royal Battle with Events,studio.code.org,courseb-2024,No description provided.,medium,0.2,1,2025-03-21 15:53:09
873,Level 1 Lesson Putting a STOP to Online Meanness,Level 1 Lesson Putting a STOP to Online Meanness,studio.code.org,coursec-2024,No description provided.,medium,0.3,1,2025-03-21 15:53:09
874,Level 1 Lesson My Robotic Friends Jr.,Level 1 Lesson My Robotic Friends Jr.,studio.code.org,coursec-2024,No description provided.,medium,0.3,1,2025-03-21 15:53:09
875,Level 2 Lesson My Robotic Friends Jr.,Level 2 Lesson My Robotic Friends Jr.,studio.code.org,coursec-2024,No description provided.,medium,0.3,1,2025-03-21 15:53:09
876,Level 11 Lesson Programming with Angry Birds,Level 11 Lesson Programming with Angry Birds,studio.code.org,coursec-2024,No description provided.,medium,0.3,1,2025-03-21 15:53:09
877,Level 1 Lesson Debugging in Maze,Level 1 Lesson Debugging in Maze,studio.code.org,coursec-2024,No description provided.,medium,0.3,1,2025-03-21 15:53:09
878,Level 2 Lesson Debugging in Maze,Level 2 Lesson Debugging in Maze,studio.code.org,coursec-2024,No description provided.,medium,0.3,1,2025-03-21 15:53:09
879,Level 3 Lesson Debugging in Maze,Level 3 Lesson Debugging in Maze,studio.code.org,coursec-2024,No description provided.,medium,0.3,1,2025-03-21 15:53:09
880,Level 4 Lesson Debugging in Maze,Level 4 Lesson Debugging in Maze,studio.code.org,coursec-2024,No description provided.,medium,0.3,1,2025-03-21 15:53:09
881,Level 5 Lesson Debugging in Maze,Level 5 Lesson Debugging in Maze,studio.code.org,coursec-2024,No description provided.,medium,0.3,1,2025-03-21 15:53:09
882,Level 6 Lesson Debugging in Maze,Level 6 Lesson Debugging in Maze,studio.code.org,coursec-2024,No description provided.,medium,0.3,1,2025-03-21 15:53:09
883,Level 7 Lesson Debugging in Maze,Level 7 Lesson Debugging in Maze,studio.code.org,coursec-2024,No description provided.,medium,0.3,1,2025-03-21 15:53:09
884,Level 8 Lesson Debugging in Maze,Level 8 Lesson Debugging in Maze,studio.code.org,coursec-2024,No description provided.,medium,0.3,1,2025-03-21 15:53:09
885,Level 9 Lesson Debugging in Maze,Level 9 Lesson Debugging in Maze,studio.code.org,coursec-2024,No description provided.,medium,0.3,1,2025-03-21 15:53:09
886,Level 10 Lesson Debugging in Maze,Level 10 Lesson Debugging in Maze,studio.code.org,coursec-2024,No description provided.,medium,0.3,1,2025-03-21 15:53:09
887,Level 1 Lesson Collecting Treasure with Laurel,Level 1 Lesson Collecting Treasure with Laurel,studio.code.org,coursec-2024,No description provided.,medium,0.3,1,2025-03-21 15:53:09
888,Level 2 Lesson Collecting Treasure with Laurel,Level 2 Lesson Collecting Treasure with Laurel,studio.code.org,coursec-2024,No description provided.,medium,0.3,1,2025-03-21 15:53:09
889,Level 3 Lesson Collecting Treasure with Laurel,Level 3 Lesson Collecting Treasure with Laurel,studio.code.org,coursec-2024,No description provided.,medium,0.3,1,2025-03-21 15:53:09
890,Level 4 Lesson Collecting Treasure with Laurel,Level 4 Lesson Collecting Treasure with Laurel,studio.code.org,coursec-2024,No description provided.,medium,0.3,1,2025-03-21 15:53:09
891,Level 5 Lesson Collecting Treasure with Laurel,Level 5 Lesson Collecting Treasure with Laurel,studio.code.org,coursec-2024,No description provided.,medium,0.3,1,2025-03-21 15:53:09
892,Level 6 Lesson Collecting Treasure with Laurel,Level 6 Lesson Collecting Treasure with Laurel,studio.code.org,coursec-2024,No description provided.,medium,0.3,1,2025-03-21 15:53:09
893,Level 7 Lesson Collecting Treasure with Laurel,Level 7 Lesson Collecting Treasure with Laurel,studio.code.org,coursec-2024,No description provided.,medium,0.3,1,2025-03-21 15:53:09
894,Level 8 Lesson Collecting Treasure with Laurel,Level 8 Lesson Collecting Treasure with Laurel,studio.code.org,coursec-2024,No description provided.,medium,0.3,1,2025-03-21 15:53:09
895,Level 9 Lesson Collecting Treasure with Laurel,Level 9 Lesson Collecting Treasure with Laurel,studio.code.org,coursec-2024,No description provided.,medium,0.3,1,2025-03-21 15:53:09
896,Level 10 Lesson Collecting Treasure with Laurel,Level 10 Lesson Collecting Treasure with Laurel,studio.code.org,coursec-2024,No description provided.,medium,0.3,1,2025-03-21 15:53:09
897,Level 11 Lesson Collecting Treasure with Laurel,Level 11 Lesson Collecting Treasure with Laurel,studio.code.org,coursec-2024,No description provided.,medium,0.3,1,2025-03-21 15:53:09
898,Level 12 Lesson Collecting Treasure with Laurel,Level 12 Lesson Collecting Treasure with Laurel,studio.code.org,coursec-2024,No description provided.,medium,0.3,1,2025-03-21 15:53:09
899,Level 13 Lesson Collecting Treasure with Laurel,Level 13 Lesson Collecting Treasure with Laurel,studio.code.org,coursec-2024,No description provided.,medium,0.3,1,2025-03-21 15:53:09
900,Level 1 Lesson Creating Art with Code,Level 1 Lesson Creating Art with Code,studio.code.org,coursec-2024,No description provided.,medium,0.3,1,2025-03-21 15:53:09
901,Level 2 Lesson Creating Art with Code,Level 2 Lesson Creating Art with Code,studio.code.org,coursec-2024,No description provided.,medium,0.3,1,2025-03-21 15:53:09
902,Level 3 Lesson Creating Art with Code,Level 3 Lesson Creating Art with Code,studio.code.org,coursec-2024,No description provided.,medium,0.3,1,2025-03-21 15:53:09
903,Level 4 Lesson Creating Art with Code,Level 4 Lesson Creating Art with Code,studio.code.org,coursec-2024,No description provided.,medium,0.3,1,2025-03-21 15:53:09
904,Level 5 Lesson Creating Art with Code,Level 5 Lesson Creating Art with Code,studio.code.org,coursec-2024,No description provided.,medium,0.3,1,2025-03-21 15:53:09
905,Level 6 Lesson Creating Art with Code,Level 6 Lesson Creating Art with Code,studio.code.org,coursec-2024,No description provided.,medium,0.3,1,2025-03-21 15:53:09
